suite	arm	isl	concurrency	pass_runs	unstable_runs	failed_runs	parsed_runs	error_rate_pct_mean	error_rate_pct_ci95	ttft_p50_ms_mean	ttft_p50_ms_ci95	ttft_p95_ms_mean	ttft_p95_ms_ci95	itl_p50_ms_mean	itl_p50_ms_ci95	itl_p95_ms_mean	itl_p95_ms_ci95	latency_p50_ms_mean	latency_p50_ms_ci95	latency_p95_ms_mean	latency_p95_ms_ci95	request_tps_mean	request_tps_ci95	output_tps_mean	output_tps_ci95	peak_vram_mib_mean	peak_vram_mib_ci95	peak_power_w_mean	peak_power_w_ci95
sessions	spark_llama	cache	1	1	0	0	1	0.0000	0.0000	362.0169	0.0000	589.2061	0.0000	14.9936	0.0000	15.4264	0.0000	1320.1979	0.0000	1521.4969	0.0000	0.7348	0.0000	47.0261	0.0000	2851.0000	0.0000	111.6500	0.0000
sessions	spark_llama	nocache	1	1	0	0	1	0.0000	0.0000	582.4122	0.0000	820.9030	0.0000	15.0474	0.0000	15.4171	0.0000	1521.8173	0.0000	1776.4660	0.0000	0.6276	0.0000	40.1680	0.0000	2851.0000	0.0000	91.4500	0.0000
