suite	arm	isl	concurrency	pass_runs	unstable_runs	failed_runs	parsed_runs	error_rate_pct_mean	error_rate_pct_ci95	ttft_p50_ms_mean	ttft_p50_ms_ci95	ttft_p95_ms_mean	ttft_p95_ms_ci95	itl_p50_ms_mean	itl_p50_ms_ci95	itl_p95_ms_mean	itl_p95_ms_ci95	latency_p50_ms_mean	latency_p50_ms_ci95	latency_p95_ms_mean	latency_p95_ms_ci95	request_tps_mean	request_tps_ci95	output_tps_mean	output_tps_ci95	peak_vram_mib_mean	peak_vram_mib_ci95	peak_power_w_mean	peak_power_w_ci95
shape_rag_medium	qwen3_8b	768	4	0	1	0	1	23.3333	0.0000	4774.1977	0.0000	5074.1141	0.0000	20.7077	0.0000	21.2240	0.0000	7406.4728	0.0000	7712.0016	0.0000	0.2070	0.0000	26.4927	0.0000	4847.0000	0.0000	83.4900	0.0000
shape_rag_medium	yi_15_9b	768	1	1	0	0	1	0.0000	0.0000	592.8769	0.0000	610.2450	0.0000	20.8604	0.0000	21.0185	0.0000	3244.2985	0.0000	3270.1276	0.0000	0.3077	0.0000	39.3878	0.0000	5047.0000	0.0000	85.4800	0.0000
shape_rag_medium	yi_15_9b	768	4	1	0	0	1	0.0000	0.0000	5196.9853	0.0000	5326.8634	0.0000	22.5815	0.0000	22.7363	0.0000	8062.2066	0.0000	8200.6953	0.0000	0.4955	0.0000	63.4226	0.0000	5049.0000	0.0000	108.2700	0.0000
shape_short_chat	deepseek_r1_8b	128	1	1	0	0	1	0.0000	0.0000	155.2671	0.0000	166.7958	0.0000	16.3449	0.0000	16.4505	0.0000	2232.1124	0.0000	2249.0656	0.0000	0.4029	0.0000	51.5775	0.0000	4723.0000	0.0000	88.0300	0.0000
shape_short_chat	deepseek_r1_8b	128	4	1	0	0	1	0.0000	0.0000	2716.8659	0.0000	2740.6156	0.0000	17.5803	0.0000	17.7482	0.0000	4950.2389	0.0000	4981.6744	0.0000	0.7485	0.0000	95.8127	0.0000	4725.0000	0.0000	121.1500	0.0000
shape_short_chat	glm4_9b	128	1	1	0	0	1	0.0000	0.0000	120.7660	0.0000	128.0609	0.0000	20.1183	0.0000	20.2359	0.0000	2676.9972	0.0000	2692.6327	0.0000	0.3420	0.0000	43.7745	0.0000	5097.0000	0.0000	85.4500	0.0000
shape_short_chat	glm4_9b	128	4	1	0	0	1	0.0000	0.0000	3093.1421	0.0000	3121.6720	0.0000	21.2855	0.0000	21.4444	0.0000	5793.6162	0.0000	5827.5713	0.0000	0.6264	0.0000	80.1761	0.0000	5099.0000	0.0000	100.3400	0.0000
shape_short_chat	qwen3_8b	128	1	1	0	0	1	0.0000	0.0000	171.1492	0.0000	186.4112	0.0000	16.9650	0.0000	17.0717	0.0000	2326.1900	0.0000	2343.2195	0.0000	0.3954	0.0000	50.6128	0.0000	4839.0000	0.0000	119.7000	0.0000
shape_short_chat	qwen3_8b	128	4	1	0	0	1	0.0000	0.0000	2830.0772	0.0000	2856.0612	0.0000	18.3282	0.0000	18.5064	0.0000	5159.7429	0.0000	5187.4896	0.0000	0.7205	0.0000	92.2192	0.0000	4841.0000	0.0000	89.1100	0.0000
shape_short_chat	yi_15_9b	128	1	1	0	0	1	0.0000	0.0000	131.0528	0.0000	137.3305	0.0000	18.7667	0.0000	18.9572	0.0000	2513.4177	0.0000	2542.4927	0.0000	0.3620	0.0000	46.3319	0.0000	5041.0000	0.0000	119.1400	0.0000
shape_short_chat	yi_15_9b	128	4	1	0	0	1	0.0000	0.0000	3051.1888	0.0000	3097.5419	0.0000	20.2397	0.0000	20.3937	0.0000	5622.5761	0.0000	5665.7539	0.0000	0.6644	0.0000	85.0406	0.0000	5043.0000	0.0000	92.0700	0.0000
shape_summarization	deepseek_r1_8b	512	1	1	0	0	1	0.0000	0.0000	392.9708	0.0000	429.0722	0.0000	18.1219	0.0000	18.3742	0.0000	2696.5489	0.0000	2752.9896	0.0000	0.3699	0.0000	47.3452	0.0000	4729.0000	0.0000	107.4500	0.0000
shape_summarization	deepseek_r1_8b	512	4	1	0	0	1	0.0000	0.0000	3948.6160	0.0000	4005.0833	0.0000	19.6497	0.0000	19.7973	0.0000	6445.8759	0.0000	6509.0730	0.0000	0.6212	0.0000	79.5158	0.0000	4729.0000	0.0000	87.1800	0.0000
shape_summarization	glm4_9b	512	1	1	0	0	1	0.0000	0.0000	366.2067	0.0000	376.9336	0.0000	21.8738	0.0000	22.0214	0.0000	3145.2615	0.0000	3166.9598	0.0000	0.3175	0.0000	40.6344	0.0000	5105.0000	0.0000	98.3100	0.0000
shape_summarization	glm4_9b	512	4	1	0	0	1	0.0000	0.0000	4368.3028	0.0000	4394.7171	0.0000	23.4173	0.0000	23.6022	0.0000	7345.1643	0.0000	7379.1346	0.0000	0.5445	0.0000	69.6922	0.0000	5105.0000	0.0000	111.7200	0.0000
shape_summarization	qwen3_8b	512	1	1	0	0	1	0.0000	0.0000	397.0937	0.0000	424.5344	0.0000	17.1583	0.0000	17.2443	0.0000	2577.9338	0.0000	2611.7259	0.0000	0.3534	0.0000	45.2376	0.0000	4845.0000	0.0000	83.1400	0.0000
shape_summarization	qwen3_8b	512	4	1	0	0	1	0.0000	0.0000	3753.8027	0.0000	3925.4850	0.0000	18.6724	0.0000	18.8352	0.0000	6127.9550	0.0000	6306.0812	0.0000	0.6122	0.0000	78.3574	0.0000	4845.0000	0.0000	85.1800	0.0000
shape_summarization	yi_15_9b	512	1	1	0	0	1	0.0000	0.0000	414.4287	0.0000	424.3504	0.0000	20.6305	0.0000	20.7487	0.0000	3035.5576	0.0000	3052.5074	0.0000	0.3290	0.0000	42.1087	0.0000	5047.0000	0.0000	120.6200	0.0000
shape_summarization	yi_15_9b	512	4	1	0	0	1	0.0000	0.0000	4428.4190	0.0000	4463.3602	0.0000	22.3473	0.0000	22.5124	0.0000	7260.1029	0.0000	7312.9864	0.0000	0.5508	0.0000	70.5067	0.0000	5047.0000	0.0000	106.3600	0.0000
