suite	arm	isl	concurrency	pass_runs	unstable_runs	failed_runs	parsed_runs	error_rate_pct_mean	error_rate_pct_ci95	ttft_p50_ms_mean	ttft_p50_ms_ci95	ttft_p95_ms_mean	ttft_p95_ms_ci95	itl_p50_ms_mean	itl_p50_ms_ci95	itl_p95_ms_mean	itl_p95_ms_ci95	latency_p50_ms_mean	latency_p50_ms_ci95	latency_p95_ms_mean	latency_p95_ms_ci95	request_tps_mean	request_tps_ci95	output_tps_mean	output_tps_ci95	peak_vram_mib_mean	peak_vram_mib_ci95	peak_power_w_mean	peak_power_w_ci95
openloop	spark_llama	0.50	8	1	0	0	1	0.0000	0.0000	210.5199	0.0000	1942.0242	0.0000	17.6620	0.0000	19.0881	0.0000	2531.0988	0.0000	4226.9294	0.0000	0.3917	0.0000	50.1326	0.0000	3045.0000	0.0000	82.6500	0.0000
openloop	spark_llama	0.75	8	1	0	0	1	0.0000	0.0000	917.2344	0.0000	3368.0516	0.0000	18.6359	0.0000	19.0074	0.0000	3280.9079	0.0000	5652.8588	0.0000	0.5745	0.0000	73.5310	0.0000	3043.0000	0.0000	100.9800	0.0000
openloop	spark_llama	0.90	8	1	0	0	1	0.0000	0.0000	2184.1953	0.0000	5284.9317	0.0000	18.5507	0.0000	19.0433	0.0000	4547.7626	0.0000	7672.8714	0.0000	0.6941	0.0000	88.8464	0.0000	3043.0000	0.0000	99.8900	0.0000
openloop	spark_llama	1.00	8	1	0	0	1	0.0000	0.0000	5611.5202	0.0000	8401.0699	0.0000	21.2380	0.0000	22.5478	0.0000	8160.4187	0.0000	11172.0229	0.0000	0.6834	0.0000	87.4787	0.0000	3043.0000	0.0000	96.3200	0.0000
openloop	spark_llama	1.10	8	1	0	0	1	0.0000	0.0000	5235.3414	0.0000	7574.5895	0.0000	18.8032	0.0000	19.1202	0.0000	7638.1573	0.0000	9929.1653	0.0000	0.7580	0.0000	97.0200	0.0000	3043.0000	0.0000	97.4800	0.0000
