arm	suite	isl	concurrency	repeat	status	error_rate_pct	attempted_requests	successful_requests	failed_requests	success_rate_pct	input_tokens_avg	output_tokens_avg	ttft_avg_ms	ttft_p50_ms	ttft_p95_ms	ttft_p99_ms	itl_avg_ms	itl_p50_ms	itl_p95_ms	itl_p99_ms	latency_avg_ms	latency_p50_ms	latency_p95_ms	latency_p99_ms	request_tps	output_tps	peak_vram_mib	peak_power_w	avg_gpu_util_pct	peak_temp_c	gpu_energy_j	gpu_j_per_request	gpu_j_per_output_token
glm4_9b	capacity	raw	1	2	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	56.2763	54.9510	61.4070	70.2317	20.0777	20.0735	20.2055	20.2889	2606.1380	2604.3067	2625.3349	2632.1013	0.3504	44.8521	5095.0000	83.2300	90.0233	80.0000	13061.0000	217.6833	1.7007
glm4_9b	capacity	raw	2	2	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	99.5247	101.2711	113.3122	116.7599	21.0421	21.0311	21.1856	21.2712	2771.8652	2771.5225	2797.1057	2808.5194	0.6519	83.4464	5099.0000	92.3100	86.2158	78.0000	7106.3150	118.4386	0.9253
glm4_9b	capacity	raw	4	2	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	2798.2104	2889.8896	2935.0036	2954.4269	21.2084	21.1895	21.4771	21.5343	5491.6716	5578.3820	5648.6948	5667.2883	0.6480	82.9435	5099.0000	85.0200	85.9476	79.0000	7013.7350	116.8956	0.9132
glm4_9b	capacity	raw	6	2	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	5411.1678	5685.9202	5717.2396	5721.6091	21.2234	21.2257	21.3968	21.4034	8106.5422	8383.9668	8416.7648	8418.6199	0.6475	82.8810	5099.0000	83.0900	85.9476	78.0000	7104.9000	118.4150	0.9251
glm4_9b	capacity	raw	8	2	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	7932.3384	8494.0261	8530.3938	8563.2755	21.2580	21.2298	21.4389	21.5788	10632.1007	11196.8722	11233.5594	11249.0722	0.6682	85.5316	5099.0000	106.4300	85.4740	79.0000	7111.0550	118.5176	0.9259
yi_15_9b	capacity	raw	1	2	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	70.1757	68.8357	77.6902	81.5361	18.6918	18.6894	18.7944	18.8368	2444.0287	2442.0601	2462.1678	2466.0734	0.3715	47.5581	5041.0000	88.7900	89.7130	79.0000	12291.8550	204.8642	1.6005
yi_15_9b	capacity	raw	2	2	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	132.9277	131.8941	145.5053	146.1266	19.9712	19.9549	20.1744	20.3137	2669.2724	2669.3551	2690.6747	2725.3474	0.6975	89.2789	5043.0000	84.3500	86.7978	78.0000	6756.3950	112.6066	0.8797
yi_15_9b	capacity	raw	4	2	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	2713.8147	2800.5980	2832.6992	2833.0556	19.9926	19.9921	20.1451	20.1566	5252.8723	5338.1617	5375.8147	5388.1361	0.6746	86.3478	5043.0000	88.4000	86.1250	79.0000	6943.6400	115.7273	0.9041
yi_15_9b	capacity	raw	6	2	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	5234.2894	5499.5876	5577.3852	5579.9492	20.0988	20.0687	20.3408	20.4925	7786.8325	8049.4478	8150.8465	8160.8786	0.6715	85.9515	5043.0000	83.0600	86.3152	78.0000	6827.1150	113.7852	0.8889
yi_15_9b	capacity	raw	8	2	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	7676.1012	8207.8126	8256.2966	8263.8716	20.1335	20.1380	20.2631	20.3057	10233.0585	10769.0131	10817.3037	10831.3093	0.6925	88.6444	5043.0000	85.9700	86.3661	79.0000	6805.7000	113.4283	0.8862
qwen3_8b	capacity	raw	1	2	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	107.3945	106.2871	123.1341	129.7595	16.8449	16.8413	16.9591	16.9819	2246.6909	2244.6638	2269.8547	2271.6754	0.4090	52.3547	4837.0000	106.0300	87.8161	79.0000	11236.4300	187.2738	1.4631
qwen3_8b	capacity	raw	2	2	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	157.6500	159.5571	169.5497	178.2977	18.0854	18.0865	18.1918	18.1976	2454.4962	2455.0284	2476.4593	2488.0118	0.7539	96.5037	4841.0000	91.5100	84.3941	78.0000	6304.2150	105.0703	0.8209
qwen3_8b	capacity	raw	4	2	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	2537.2076	2621.6403	2639.2501	2641.9940	18.1858	18.1695	18.3197	18.3629	4846.8028	4928.8540	4950.5850	4959.6217	0.7516	96.2069	4841.0000	87.4400	84.1824	78.0000	6358.4150	105.9736	0.8279
qwen3_8b	capacity	raw	6	2	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	4856.4650	5098.5191	5155.0031	5155.7429	18.2704	18.2840	18.4003	18.4432	7176.8102	7416.8842	7479.7320	7483.6339	0.7488	95.8521	4841.0000	84.8300	83.5088	78.0000	6309.8000	105.1633	0.8216
qwen3_8b	capacity	raw	8	2	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	7130.1039	7623.2325	7663.9628	7671.9812	18.3288	18.3274	18.4773	18.5041	9457.8654	9951.1310	10002.4272	10005.4255	0.7191	92.0420	4841.0000	82.1100	83.1977	79.0000	6321.1650	105.3528	0.8231
glm4_9b	capacity	raw	1	3	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	55.5161	54.3562	61.3047	63.4132	20.0032	19.9971	20.1024	20.1103	2595.9220	2594.4326	2608.9783	2613.3452	0.3578	45.7984	5095.0000	85.9600	90.1370	79.0000	13038.8200	217.3137	1.6978
glm4_9b	capacity	raw	2	3	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	100.0540	102.2220	110.9534	121.9778	21.1395	21.1276	21.3526	21.4264	2784.7722	2786.5284	2815.2257	2821.8030	0.6492	83.0922	5099.0000	87.3500	86.2094	79.0000	6972.0550	116.2009	0.9078
glm4_9b	capacity	raw	4	3	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	2777.3343	2868.5227	2904.5535	2911.6874	21.0824	21.0665	21.3170	21.3606	5454.7977	5539.6878	5602.9436	5609.2214	0.6733	86.1858	5099.0000	93.6000	86.0474	79.0000	7167.9300	119.4655	0.9333
glm4_9b	capacity	raw	6	3	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	5396.7157	5662.9748	5718.5927	5736.1148	21.1944	21.1856	21.3788	21.4010	8088.3992	8355.9455	8413.5058	8424.4344	0.6487	83.0323	5099.0000	108.8700	85.9738	79.0000	7100.6750	118.3446	0.9246
glm4_9b	capacity	raw	8	3	PASS	0.0000	60	60	0	100.0000	36.0167	128.0000	7933.3931	8485.4372	8539.7831	8548.1547	21.2413	21.2413	21.3945	21.4131	10631.0361	11178.8668	11235.8969	11247.8056	0.6683	85.5450	5099.0000	86.4400	85.5789	79.0000	7134.8700	118.9145	0.9290
yi_15_9b	capacity	raw	1	3	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	70.0566	68.4065	77.1439	83.7214	18.6991	18.7075	18.8049	18.8428	2444.8432	2445.3765	2464.4750	2470.9631	0.3715	47.5483	5041.0000	87.3500	89.8241	79.0000	12384.0250	206.4004	1.6125
yi_15_9b	capacity	raw	2	3	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	134.4970	132.9608	147.4607	150.8218	19.9476	19.9163	20.0915	20.2187	2667.8380	2669.9887	2693.3835	2713.9308	0.6975	89.2855	5043.0000	82.5500	86.1033	79.0000	6894.8450	114.9141	0.8978
yi_15_9b	capacity	raw	4	3	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	2716.5269	2801.0829	2832.9513	2837.6200	19.9881	19.9717	20.1181	20.2756	5255.0192	5341.0099	5378.4441	5385.1959	0.6972	89.2480	5043.0000	86.0100	86.4674	78.0000	6883.6050	114.7268	0.8963
yi_15_9b	capacity	raw	6	3	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	5222.5938	5490.0171	5535.4647	5536.7178	20.0466	20.0352	20.2580	20.3019	7768.5069	8037.2565	8077.9268	8097.0844	0.6730	86.1445	5043.0000	93.9900	86.4185	78.0000	6852.8650	114.2144	0.8923
yi_15_9b	capacity	raw	8	3	PASS	0.0000	60	60	0	100.0000	56.6500	128.0000	7675.9770	8208.6703	8267.0693	8269.9119	20.1448	20.1314	20.3435	20.3465	10234.3616	10770.6356	10825.7784	10831.7057	0.6697	85.7220	5043.0000	86.4400	85.9565	79.0000	6871.1000	114.5183	0.8947
qwen3_8b	capacity	raw	1	3	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	103.3143	101.8376	112.2735	121.6521	16.7924	16.7849	16.9019	16.9623	2235.9463	2234.0039	2247.9719	2269.0127	0.4107	52.5724	4837.0000	84.8200	88.4223	79.0000	11280.7500	188.0125	1.4688
qwen3_8b	capacity	raw	2	3	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	162.2239	162.4295	177.2513	182.7338	18.1016	18.1063	18.2376	18.2701	2461.1210	2461.0142	2482.9942	2483.7275	0.7520	96.2561	4841.0000	85.2900	84.1529	78.0000	6294.0600	104.9010	0.8195
qwen3_8b	capacity	raw	4	3	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	2532.7672	2617.0248	2635.6438	2644.4773	18.1241	18.1180	18.2200	18.2343	4834.5337	4918.8789	4938.6945	4951.3970	0.7534	96.4327	4841.0000	88.0800	84.3647	78.0000	6381.4650	106.3577	0.8309
qwen3_8b	capacity	raw	6	3	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	4855.0504	5106.0662	5127.4793	5137.6235	18.2467	18.2400	18.3595	18.4095	7172.3806	7417.3721	7453.0728	7462.2029	0.7493	95.9088	4841.0000	114.1800	84.1529	78.0000	6331.5450	105.5258	0.8244
qwen3_8b	capacity	raw	8	3	PASS	0.0000	60	60	0	100.0000	40.4500	128.0000	7094.2898	7592.7800	7618.9938	7627.7712	18.2782	18.2820	18.4054	18.4694	9415.6192	9912.4393	9940.5989	9941.3424	0.7483	95.7803	4841.0000	85.8500	83.5353	78.0000	6342.7450	105.7124	0.8259
deepseek_r1_8b	capacity	raw	1	3	PASS	0.0000	60	60	0	100.0000	33.0500	128.0000	91.2889	90.6272	97.8752	103.8579	16.2621	16.2527	16.3415	16.3507	2156.5791	2155.6994	2173.3621	2175.7414	0.4245	54.3411	4721.0000	86.8200	88.5769	80.0000	10910.8750	181.8479	1.4207
deepseek_r1_8b	capacity	raw	2	3	PASS	0.0000	60	60	0	100.0000	33.0500	128.0000	143.0161	142.8131	157.8966	159.8817	17.4186	17.4196	17.4889	17.4919	2355.1729	2356.2770	2370.9174	2373.6021	0.7834	100.2727	4725.0000	82.4900	84.5583	77.0000	6078.2100	101.3035	0.7914
deepseek_r1_8b	capacity	raw	4	3	PASS	0.0000	60	60	0	100.0000	33.0500	128.0000	2420.4090	2500.3019	2525.6625	2531.6819	17.5189	17.5301	17.5689	17.6047	4645.3098	4725.0253	4751.8075	4758.7159	0.7816	100.0509	4725.0000	109.0000	84.4294	78.0000	6053.6000	100.8933	0.7882
deepseek_r1_8b	capacity	raw	6	3	PASS	0.0000	60	60	0	100.0000	33.0500	128.0000	4660.7247	4892.6227	4960.6347	4982.2899	17.6122	17.6056	17.7902	17.8147	6897.4740	7126.2720	7223.0967	7227.3444	0.7770	99.4600	4725.0000	92.1900	83.3902	78.0000	6087.1700	101.4528	0.7926
deepseek_r1_8b	capacity	raw	8	3	PASS	0.0000	60	60	0	100.0000	33.0500	128.0000	6802.5933	7276.2996	7311.4913	7321.5566	17.6182	17.6293	17.6998	17.7762	9040.1033	9513.4755	9556.0993	9562.9870	0.7768	99.4279	4725.0000	85.8600	83.4268	77.0000	6117.9400	101.9657	0.7966
