suite	arm	isl	concurrency	pass_runs	unstable_runs	failed_runs	parsed_runs	error_rate_pct_mean	error_rate_pct_ci95	ttft_p50_ms_mean	ttft_p50_ms_ci95	ttft_p95_ms_mean	ttft_p95_ms_ci95	itl_p50_ms_mean	itl_p50_ms_ci95	itl_p95_ms_mean	itl_p95_ms_ci95	latency_p50_ms_mean	latency_p50_ms_ci95	latency_p95_ms_mean	latency_p95_ms_ci95	request_tps_mean	request_tps_ci95	output_tps_mean	output_tps_ci95	peak_vram_mib_mean	peak_vram_mib_ci95	peak_power_w_mean	peak_power_w_ci95
backend	qwen_llama	raw	1	1	0	0	1	0.0000	0.0000	83.3727	0.0000	99.2862	0.0000	12.0489	0.0000	12.0601	0.0000	1613.9882	0.0000	1630.0046	0.0000	0.6189	0.0000	79.2154	0.0000	3881.0000	0.0000	82.0100	0.0000
backend	qwen_vllm_gguf	raw	1	1	0	0	1	0.0000	0.0000	113.9128	0.0000	126.1395	0.0000	82.0692	0.0000	82.4666	0.0000	10546.8533	0.0000	10582.1414	0.0000	0.0897	0.0000	11.4784	0.0000	5099.0000	0.0000	76.3400	0.0000
