suite	arm	isl	concurrency	pass_runs	unstable_runs	failed_runs	parsed_runs	error_rate_pct_mean	error_rate_pct_ci95	ttft_p50_ms_mean	ttft_p50_ms_ci95	ttft_p95_ms_mean	ttft_p95_ms_ci95	itl_p50_ms_mean	itl_p50_ms_ci95	itl_p95_ms_mean	itl_p95_ms_ci95	latency_p50_ms_mean	latency_p50_ms_ci95	latency_p95_ms_mean	latency_p95_ms_ci95	request_tps_mean	request_tps_ci95	output_tps_mean	output_tps_ci95	peak_vram_mib_mean	peak_vram_mib_ci95	peak_power_w_mean	peak_power_w_ci95
sessions	deepseek_r1_8b	cache	1	1	0	0	1	0.0000	0.0000	400.3409	0.0000	561.4510	0.0000	18.0448	0.0000	18.4833	0.0000	1560.5121	0.0000	1690.5819	0.0000	0.6321	0.0000	40.4542	0.0000	4731.0000	0.0000	101.6500	0.0000
sessions	deepseek_r1_8b	nocache	1	1	0	0	1	0.0000	0.0000	681.4924	0.0000	1019.9982	0.0000	18.0132	0.0000	18.4656	0.0000	1815.4588	0.0000	2181.8413	0.0000	0.5311	0.0000	33.9917	0.0000	4731.0000	0.0000	97.6600	0.0000
sessions	glm4_9b	cache	1	1	0	0	1	0.0000	0.0000	423.7674	0.0000	441.2782	0.0000	22.2473	0.0000	22.7923	0.0000	1828.5852	0.0000	1864.3915	0.0000	0.5452	0.0000	34.8946	0.0000	5105.0000	0.0000	83.4600	0.0000
sessions	glm4_9b	nocache	1	1	0	0	1	0.0000	0.0000	758.5619	0.0000	1166.8324	0.0000	22.2304	0.0000	22.6761	0.0000	2158.9701	0.0000	2583.2332	0.0000	0.4579	0.0000	29.3049	0.0000	5105.0000	0.0000	85.1700	0.0000
sessions	qwen3_8b	cache	1	1	0	0	1	0.0000	0.0000	425.1441	0.0000	631.0498	0.0000	18.6298	0.0000	19.1254	0.0000	1626.0546	0.0000	1817.7297	0.0000	0.6032	0.0000	38.6076	0.0000	4847.0000	0.0000	107.4000	0.0000
sessions	qwen3_8b	nocache	1	1	0	0	1	0.0000	0.0000	723.7462	0.0000	1083.3543	0.0000	18.6618	0.0000	19.1563	0.0000	1900.1775	0.0000	2284.3092	0.0000	0.5059	0.0000	32.3769	0.0000	4847.0000	0.0000	105.3000	0.0000
sessions	yi_15_9b	cache	1	1	0	0	1	0.0000	0.0000	434.4455	0.0000	546.3629	0.0000	21.0989	0.0000	21.6785	0.0000	1788.2670	0.0000	1853.4528	0.0000	0.5564	0.0000	35.6110	0.0000	5049.0000	0.0000	84.7900	0.0000
sessions	yi_15_9b	nocache	1	1	0	0	1	0.0000	0.0000	834.5952	0.0000	1308.7765	0.0000	21.1594	0.0000	21.7128	0.0000	2180.4965	0.0000	2676.1223	0.0000	0.4487	0.0000	28.7179	0.0000	5049.0000	0.0000	85.7000	0.0000
